id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
10012,Разработчик,Разработчик Python (RuBackup),10/09/20,3,"","","","","Русские базовые информационные технологии, Научно-производственное объединение",2020,Москва,Russian Federation
10013,Разработчик,"Разработчик Python (Senior Developer, Team lead)",10/08/20,3,"","","","",РСХБ-Интех,2020,Москва,Russian Federation
10014,Разработчик,"Разработчик Python (Senior, Principal)",09/07/21,3,120000,"",120000,RUR,Carbon Soft,2021,Екатеринбург,Russian Federation
10015,Разработчик,Разработчик Python (Spark),04/11/21,4,"","","","",Банк ВТБ (ПАО),2021,Москва,Russian Federation
10016,Разработчик,Разработчик Python (г. Иннополис),23/04/20,2,100000,120000,80000,RUR,Университет Иннополис,2020,Санкт-Петербург,Russian Federation
10017,Разработчик,Разработчик Python (на проекты по DS),26/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
10018,Разработчик,Разработчик Python (средний уровень),18/09/21,3,3500,4000,3000,USD,Ergeon,2021,Санкт-Петербург,Russian Federation
10019,Разработчик,Разработчик Python (телеком),11/01/21,1,130000,"",130000,RUR,Neuro.net,2021,Нижний Новгород,Russian Federation
10020,Разработчик,Разработчик Python (удаленная работа),17/08/20,3,130000,"",130000,RUR,Рыжков Даниил Алексеевич,2020,Москва,Russian Federation
10021,Разработчик,Разработчик Python (удаленно),14/04/21,2,70000,"",70000,RUR,Новые Стандарты,2021,Санкт-Петербург,Russian Federation
10022,Разработчик,Разработчик Python / Data Engineer,23/01/21,1,150000,"",150000,RUR,Dalytics,2021,Москва,Russian Federation
10023,Разработчик,Разработчик Python / Data Engineer,19/07/21,3,150000,"",150000,RUR,Далитикс,2021,Москва,Russian Federation
10024,Разработчик,Разработчик Python / Django,25/01/21,1,60000,"",60000,RUR,ФКУ Спеццентр МЧС России,2021,Москва,Russian Federation
10025,Разработчик,Разработчик Python / Django,23/09/21,3,60000,"",60000,RUR,ФКУ Спеццентр МЧС России,2021,Москва,Russian Federation
10026,Разработчик,Разработчик Python / Django,12/02/21,1,80000,"",80000,RUR,Дизайн Депо,2021,Москва,Russian Federation
10027,Разработчик,Разработчик Python / Django,01/05/21,2,75000,80000,70000,RUR,IT Gene,2021,Москва,Russian Federation
10028,Разработчик,Разработчик Python / Django,09/06/21,2,75000,80000,70000,RUR,IT Gene,2021,Москва,Russian Federation
10029,Разработчик,Разработчик Python / Django,24/10/21,4,75000,80000,70000,RUR,IT Gene,2021,Москва,Russian Federation
10030,Разработчик,Разработчик Python / Django,08/08/21,3,80000,"",80000,RUR,Дизайн Депо,2021,Москва,Russian Federation
10031,Разработчик,Разработчик Python / Django,12/03/20,1,75000,80000,70000,RUR,IT Gene,2020,Москва,Russian Federation
10032,Разработчик,Разработчик Python / Python developer,10/11/20,4,155000,200000,110000,RUR,ЦентрПроф,2020,Москва,Russian Federation
10033,Разработчик,Разработчик Python / Python Developer,14/08/21,3,100000,120000,80000,RUR,Gromik group,2021,Москва,Russian Federation
10034,Разработчик,Разработчик Python / Python Developer,20/03/20,1,"","","","",Телепорт - финансовый лидогенератор,2020,Москва,Russian Federation
10035,Разработчик,Разработчик Python / Программист Python,11/07/21,3,60000,"",60000,RUR,Yodo - бот учитель,2021,Казань,Russian Federation
10036,Разработчик,Разработчик Python / Программист Python,30/08/21,3,60000,"",60000,RUR,Yodo - бот учитель,2021,Казань,Russian Federation
10037,Разработчик,Разработчик Python / Программист Python,07/06/21,2,60000,"",60000,RUR,Yodo - бот учитель,2021,Екатеринбург,Russian Federation
10038,Разработчик,Разработчик Python / Программист Python (удаленно),09/11/21,4,50000,"",50000,RUR,WhatCRM.ru,2021,Москва,Russian Federation
10039,Разработчик,Разработчик Python / Программист Python Backend (удаленно),30/09/21,3,65000,80000,50000,RUR,Yodo - бот учитель,2021,Волгоград,Russian Federation
10040,Разработчик,Разработчик Python [id107783],26/10/21,4,"","","","",Газпром нефть,2021,Москва,Russian Federation
10041,Разработчик,Разработчик Python [id107783],26/10/21,4,"","","","",Газпром нефть,2021,Санкт-Петербург,Russian Federation
10042,Разработчик,Разработчик Python 2.7 (3.Х),07/09/20,3,"","","","",СБСОФТ,2020,Москва,Russian Federation
10043,Разработчик,Разработчик Python 2.7 (3.Х),29/04/20,2,"","","","",СБСОФТ,2020,Москва,Russian Federation
10044,Разработчик,Разработчик Python 2.7 (3.Х),10/06/20,2,"","","","",СБСОФТ,2020,Москва,Russian Federation
10045,Разработчик,Разработчик Python Backend,16/03/20,1,150000,"",150000,RUR,Web Interactive World,2020,Москва,Russian Federation
10046,Разработчик,Разработчик Python Backend,28/04/20,2,150000,"",150000,RUR,Web Interactive World,2020,Москва,Russian Federation
10047,Разработчик,Разработчик Python Backend,08/06/20,2,150000,"",150000,RUR,Web Interactive World,2020,Москва,Russian Federation
10048,Разработчик,Разработчик Python Backend,09/08/20,3,150000,"",150000,RUR,Web Interactive World,2020,Москва,Russian Federation
10049,Разработчик,Разработчик Python Back-end,16/08/21,3,"","","","",Ostec,2021,Москва,Russian Federation
10050,Разработчик,Разработчик Python Django (REST),08/06/21,2,125000,150000,100000,RUR,Remanga.org,2021,Москва,Russian Federation
10051,Разработчик,Разработчик Python Junior Middleware Developer,26/10/21,4,70000,90000,50000,RUR,Кликнет,2021,Санкт-Петербург,Russian Federation
10052,Разработчик,Разработчик Python Middle/Senior - Remote,17/05/21,2,3000,4000,2000,USD,Figureit.ai,2021,Москва,Russian Federation
10053,Разработчик,Разработчик Python Middle/Senior - Remote,17/05/21,2,3000,4000,2000,USD,Figureit.ai,2021,Санкт-Петербург,Russian Federation
10054,Разработчик,Разработчик Python ML (Big Data),19/05/20,2,"","","","",МТС,2020,Москва,Russian Federation
10055,Разработчик,Разработчик Python в Отдел бизнес-аналитики,25/05/20,2,"","","","",Rambler Group,2020,Москва,Russian Federation
10056,Разработчик,Разработчик Python на удалёнку,05/01/21,1,150000,150000,150000,RUR,эдмин,2021,Красноярск,Russian Federation
10057,Разработчик,Разработчик Python на удалёнку,05/01/21,1,150000,150000,150000,RUR,эдмин,2021,Новосибирск,Russian Federation
10058,Разработчик,Разработчик Python/Django,20/11/20,4,75000,100000,50000,RUR,Otvet.co,2020,Москва,Russian Federation
10059,Разработчик,Разработчик Python/Django,08/05/21,2,60000,"",60000,RUR,Куаликс,2021,Уфа,Russian Federation
10060,Разработчик,Разработчик Python/Django,24/11/20,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2020,Нижний Новгород,Russian Federation
10061,Разработчик,Разработчик Python/Django,11/06/21,2,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Уфа,Russian Federation
10062,Разработчик,Разработчик Python/Django,07/07/21,3,"","","","",Группа НЛМК,2021,Липецк,Russian Federation
10063,Разработчик,Разработчик Python/Django,09/07/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Екатеринбург,Russian Federation
10064,Разработчик,Разработчик Python/Django,03/08/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Ярославль,Russian Federation
10065,Разработчик,Разработчик Python/Django,21/06/21,2,90000,"",90000,RUR,Куаликс,2021,Уфа,Russian Federation
10066,Разработчик,Разработчик Python/Django,15/07/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Казань,Russian Federation
10067,Разработчик,Разработчик Python/Django,29/06/21,2,90000,120000,60000,RUR,BigTime.group,2021,Краснодар,Russian Federation
10068,Разработчик,Разработчик Python/Django,30/10/21,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Ярославль,Russian Federation
10069,Разработчик,Разработчик Python/Django,09/08/21,3,100000,"",100000,RUR,BigTime.group,2021,Краснодар,Russian Federation
10070,Разработчик,Разработчик Python/Django,01/10/21,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Челябинск,Russian Federation
10071,Разработчик,Разработчик Python/Django,12/08/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Нижний Новгород,Russian Federation
10072,Разработчик,Разработчик Python/Django,10/09/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Уфа,Russian Federation
10073,Разработчик,Разработчик Python/Django,20/08/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Новосибирск,Russian Federation
10074,Разработчик,Разработчик Python/Django,07/10/21,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Новосибирск,Russian Federation
10075,Разработчик,Разработчик Python/Django,18/09/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Екатеринбург,Russian Federation
10076,Разработчик,Разработчик Python/Django,12/10/21,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Краснодар,Russian Federation
10077,Разработчик,Разработчик Python/Django,13/11/21,4,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Нижний Новгород,Russian Federation
10078,Разработчик,Разработчик Python/Django,17/11/21,4,150000,"",150000,RUR,Концерн Энерготехнологии,2021,Санкт-Петербург,Russian Federation
10079,Разработчик,Разработчик Python/Django,30/11/21,4,150000,"",150000,RUR,Концерн Энерготехнологии,2021,Санкт-Петербург,Russian Federation
10080,Разработчик,Разработчик Python/Django,17/03/20,1,"","","","",МТС,2020,Москва,Russian Federation
10081,Разработчик,Разработчик Python/Django,12/03/20,1,"","","","",Ростелеком-Солар,2020,Москва,Russian Federation
10082,Разработчик,Разработчик Python/Django (сфера 3D-печати и цифрового производства),25/12/20,4,155000,190000,120000,RUR,DigiFabster,2020,Тольятти,Russian Federation
10083,Разработчик,Разработчик Python/Django (сфера 3D-печати и цифрового производства),20/01/21,1,155000,190000,120000,RUR,DigiFabster,2021,Тольятти,Russian Federation
10084,Разработчик,Разработчик Python/Django junior+/middle-,29/11/21,4,100000,120000,80000,RUR,БСТ Менеджмент-Консалтинг,2021,Москва,Russian Federation
10085,Разработчик,Разработчик Python/Django Middle,23/07/21,3,120000,150000,90000,RUR,ДЖАСТ ВОРК,2021,Воронеж,Russian Federation
10086,Разработчик,Разработчик Python/Javascript,11/01/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
10087,Разработчик,Разработчик Python/Javascript,03/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
10088,Разработчик,Разработчик Python/PHP,05/07/21,3,100000,120000,80000,RUR,РАУ АйТи,2021,Санкт-Петербург,Russian Federation
10089,Разработчик,Разработчик Python/Python Developer,30/08/20,3,110000,120000,100000,RUR,Университет ИТМО,2020,Санкт-Петербург,Russian Federation
10090,Разработчик,Разработчик Python/Python Developer,20/06/21,2,110000,120000,100000,RUR,Университет ИТМО,2021,Санкт-Петербург,Russian Federation
10091,Разработчик,Разработчик Python/Python developer,07/11/21,4,120000,150000,90000,RUR,Alertgroup,2021,Санкт-Петербург,Russian Federation
10092,Разработчик,Разработчик Python/Python Developer,18/04/20,2,87500,100000,75000,RUR,Университет ИТМО,2020,Санкт-Петербург,Russian Federation
10093,Разработчик,"Разработчик Python| Developer Python, удаленно",08/09/21,3,"","","","","САТЕЛ, Группа компаний",2021,Санкт-Петербург,Russian Federation
10094,Разработчик,Разработчик QlikView / Qlik Sense (Удаленная работа),01/06/21,2,"","","","",Клевер Солюшнс,2021,Киров (Кировская область),Russian Federation
10095,Разработчик,Разработчик QlikView / Qlik Sense (Удаленная работа),31/07/21,3,"","","","",Клевер Солюшнс,2021,Киров (Кировская область),Russian Federation
10096,Разработчик,Разработчик React Native (Android/IOS) / React.js (Web) удалённо,08/12/20,4,150000,"",150000,RUR,Сионик,2020,Москва,Russian Federation
10097,Разработчик,Разработчик RPA,25/06/20,2,"","","","",НИПИГАЗ,2020,Москва,Russian Federation
10098,Разработчик,Разработчик RPA,08/07/20,3,"","","","",Метр365,2020,Москва,Russian Federation
10099,Разработчик,Разработчик Ruby,29/03/21,1,"","","","",Бюджетные и Финансовые Технологии,2021,Санкт-Петербург,Russian Federation
10100,Разработчик,Разработчик Ruby,29/03/21,1,"","","","",Бюджетные и Финансовые Технологии,2021,Москва,Russian Federation
10101,Разработчик,Разработчик RuBy on Rails,23/04/20,2,"","","","",Диа Софт,2020,Москва,Russian Federation
10102,Разработчик,Разработчик Ruby on Rails (Москва/удаленно),03/03/21,1,"","","","",«Баланс-Платформа»,2021,Москва,Russian Federation
10103,Разработчик,Разработчик Rust,12/11/21,4,"","","","",МТС,2021,Москва,Russian Federation
10104,Разработчик,Разработчик Scala (платформа рекомендательные система ).,23/04/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
10105,Разработчик,Разработчик SQL,13/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
10106,Разработчик,Разработчик SQL,21/05/20,2,"","","","",Social Discovery Ventures,2020,Москва,Russian Federation
10107,Разработчик,Разработчик SQL / Data Engineer (Big data),11/09/20,3,"","","","",Банк ВТБ (ПАО),2020,Москва,Russian Federation
10108,Разработчик,"Разработчик SQL Server (удаленно/уровень middle, senior)",02/02/21,1,"","","","",Forrards Group,2021,Новосибирск,Russian Federation
10109,Разработчик,Разработчик SQL в отдел защиты информации,17/07/20,3,"","","","",Банк Открытие,2020,Москва,Russian Federation
10110,Разработчик,"Разработчик SQL, Python, PowerBI",15/09/21,3,"","","","",BR Systems,2021,Ростов-на-Дону,Russian Federation
10111,Разработчик,"Разработчик SQL, Python, PowerBI",17/11/21,4,"","","","",BR Systems,2021,Ростов-на-Дону,Russian Federation
10112,Разработчик,Разработчик SQL/C#/JavaScript (дистанционный формат),04/10/21,4,150000,150000,"",RUR,LOGISTIX,2021,Москва,Russian Federation
10113,Разработчик,Разработчик Three.js,24/08/21,3,"","","","",Еврокаппа,2021,Москва,Russian Federation
10114,Разработчик,Разработчик video streaming service (C/C++/Golang),18/03/20,1,"","","","",BingoBoom,2020,Москва,Russian Federation
10115,Разработчик,Разработчик баз данных,19/03/20,1,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
10116,Разработчик,Разработчик баз данных/ Data Base Developer,19/08/21,3,"","","","",One Inc. Russia,2021,Краснодар,Russian Federation
10117,Разработчик,Разработчик базы данных,22/06/20,2,100000,"",100000,RUR,БОЛЬШАЯ ТРОЙКА,2020,Москва,Russian Federation
10118,Разработчик,Разработчик БД,10/11/21,4,160000,"",160000,RUR,СофтКлуб - СХ,2021,Москва,Russian Federation
10119,Разработчик,Разработчик бекэнда (Django),27/06/21,2,150000,180000,120000,RUR,Maroom,2021,Москва,Russian Federation
10120,Разработчик,Разработчик ботов,27/03/20,1,45000,45000,"",RUR,Агентство судебного взыскания,2020,Санкт-Петербург,Russian Federation
10121,Разработчик,Разработчик ботов,25/05/20,2,40000,"",40000,RUR,Агентство судебного взыскания,2020,Санкт-Петербург,Russian Federation
10122,Разработчик,Разработчик ботов Python (Junior),19/05/21,2,"","","","",Pyrus,2021,Москва,Russian Federation
10123,Разработчик,Разработчик в команду лингвистики,16/08/20,3,"","","","",Авито,2020,Москва,Russian Federation
10124,Разработчик,Разработчик в тестировании/SDET,19/06/20,2,"","","","","СимбирСофт,ООО",2020,Санкт-Петербург,Russian Federation
10125,Разработчик,Разработчик в тестировании/SDET (Java),26/03/21,1,"","","","","СимбирСофт,ООО",2021,Астрахань,Russian Federation
10126,Разработчик,Разработчик в тестировании/SDET (Java),26/03/21,1,"","","","","СимбирСофт,ООО",2021,Ростов-на-Дону,Russian Federation
10127,Разработчик,Разработчик в тестировании/SDET (Java),26/03/21,1,"","","","","СимбирСофт,ООО",2021,Сочи,Russian Federation
10128,Разработчик,Разработчик в тестировании/SDET (Python),22/07/20,3,"","","","","СимбирСофт,ООО",2020,Санкт-Петербург,Russian Federation
10129,Разработчик,Разработчик встраиваемых систем,20/04/21,2,90000,"",90000,RUR,Типовые решения,2021,Санкт-Петербург,Russian Federation
10130,Разработчик,Разработчик встраиваемых систем (Embedded C++),26/11/20,4,"","","","",O.Vision,2020,Санкт-Петербург,Russian Federation
10131,Разработчик,Разработчик высокопроизводительных C++/Python систем,29/10/21,4,"","","","",Эвокарго,2021,Москва,Russian Federation
10132,Разработчик,Разработчик высокопроизводительных C++/Python систем,01/07/21,3,"","","","",Эвокарго,2021,Москва,Russian Federation
10133,Разработчик,Разработчик интеграционных решений Hyperion Planning,02/07/20,3,"","","","",Selecty,2020,Москва,Russian Federation
10134,Разработчик,Разработчик интеграционных решений Hyperion Planning,30/06/20,2,"","","","","ЕвроХим, Минерально-Химическая Компания",2020,Москва,Russian Federation
10135,Разработчик,Разработчик инфраструктуры (Юнит Архитектура),23/07/20,3,"","","","",Авито,2020,Москва,Russian Federation
10136,Разработчик,Разработчик инфраструктуры интерфейсов (Node.js),14/08/20,3,"","","","",Яндекс,2020,Москва,Russian Federation
10137,Разработчик,Разработчик мобильных приложений (Стажер),27/04/21,2,"","","","",ИТРОН,2021,Москва,Russian Federation
10138,Разработчик,Разработчик мониторинга ИТ-платформ,19/08/20,3,"","","","",Комус,2020,Москва,Russian Federation
10139,Разработчик,Разработчик на Elixir,02/07/21,3,230000,280000,180000,RUR,evrone.ru,2021,Москва,Russian Federation
10140,Разработчик,Разработчик на Golang / Golang Developer,01/09/20,3,"","","","",Доктор Веб,2020,Санкт-Петербург,Russian Federation
10141,Разработчик,Разработчик на Golang / Golang Developer,20/03/20,1,"","","","",Доктор Веб,2020,Санкт-Петербург,Russian Federation
10142,Разработчик,Разработчик на Golang / Golang Developer,03/07/20,3,"","","","",Доктор Веб,2020,Санкт-Петербург,Russian Federation
10143,Разработчик,Разработчик на Python,10/09/20,3,"","","","",Яндекс,2020,Москва,Russian Federation
10144,Разработчик,Разработчик на Python,05/12/20,4,50000,"",50000,RUR,myBI,2020,Москва,Russian Federation
10145,Разработчик,Разработчик на Python в Формы,23/04/21,2,"","","","",Яндекс,2021,Москва,Russian Federation
10146,Разработчик,Разработчик на Python/Python developer (Django),05/02/21,1,"","","","",Доктор Веб,2021,Санкт-Петербург,Russian Federation
10147,Разработчик,Разработчик на С++/Python в Яндекс.Маршрутизацию,31/07/21,3,"","","","",Яндекс,2021,Москва,Russian Federation
10148,Разработчик,Разработчик нейросетевых алгоритмов / Data scientist,14/06/21,2,130000,200000,60000,RUR,ФГУП ГосНИИАС,2021,Москва,Russian Federation
10149,Разработчик,Разработчик отдела разработки интеграции инфраструктурных систем,10/05/20,2,"","","","",Банк ВТБ (ПАО),2020,Москва,Russian Federation
10150,Разработчик,Разработчик персональных рекомендаций в Музыку,18/05/20,2,"","","","",Яндекс,2020,Москва,Russian Federation
10151,Разработчик,Разработчик платформы рекомендательных систем,05/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
10152,Разработчик,Разработчик платформы рекомендательных систем,23/04/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
10153,Разработчик,Разработчик платформы рекомендательных систем / Data Engineer,28/05/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
10154,Разработчик,Разработчик ПО (C/C++),03/06/21,2,"","","","",Мэйн Дот Си,2021,Пенза,Russian Federation
10155,Разработчик,Разработчик ПО C# (.Net),06/02/21,1,100000,"",100000,RUR,Аланис Софтвер,2021,Новосибирск,Russian Federation
10156,Разработчик,Разработчик приложений (Python),02/07/20,3,150000,150000,"",RUR,Finbridge,2020,Москва,Russian Federation
10157,Разработчик,Разработчик приложений на Python,07/07/20,3,110000,110000,"",RUR,Finbridge,2020,Москва,Russian Federation
10158,Разработчик,Разработчик программного обеспечения (интеграция ПО),10/06/20,2,300000,300000,"",RUR,Данные – центр обработки и автоматизации,2020,Москва,Russian Federation
10159,Разработчик,Разработчик программного обеспечения (программист),30/11/21,4,120000,"",120000,RUR,Компания Intelsib,2021,Москва,Russian Federation
10160,Разработчик,Разработчик программного обеспечения / Software developer,08/07/21,3,100000,100000,100000,RUR,Аквазонд,2021,Таганрог,Russian Federation
10161,Разработчик,Разработчик программного обеспечения / Software developer,01/09/21,3,85000,85000,85000,RUR,Аквазонд,2021,Таганрог,Russian Federation
10162,Разработчик,Разработчик программного обеспечения для образовательных моделей на платформах Arduino и RaspberryPi,25/03/20,1,46000,46000,46000,RUR,Эвольвектор,2020,Москва,Russian Federation
10163,Разработчик,Разработчик продуктов Big Data,31/08/20,3,"","","","",Билайн,2020,Москва,Russian Federation
10164,Разработчик,Разработчик РКД,12/07/21,3,"","","","","Точных Приборов, НИИ",2021,Москва,Russian Federation
10165,Разработчик,Разработчик С (embedded),29/08/20,3,"","","","",ГК «ХайТэк»,2020,Москва,Russian Federation
10166,Разработчик,Разработчик С (Linux),19/03/21,1,175000,200000,150000,RUR,Квантбокс,2021,Москва,Russian Federation
10167,Разработчик,Разработчик С (Linux),10/10/21,4,150000,200000,100000,RUR,Квантбокс,2021,Москва,Russian Federation
10168,Разработчик,Разработчик С (Linux),14/10/21,4,150000,200000,100000,RUR,Квантбокс,2021,Москва,Russian Federation
10169,Разработчик,Разработчик С#/С++,29/09/21,3,"","","","","Hi, Rockits!",2021,Москва,Russian Federation
10170,Разработчик,Разработчик С/C++,26/05/21,2,"","","","",SberTech,2021,Москва,Russian Federation
10171,Разработчик,Разработчик С/С++,17/03/21,1,"","","","",НПО АНГСТРЕМ,2021,Москва,Russian Federation
10172,Разработчик,Разработчик С/С++,22/11/21,4,"","","","",ВНИИРА,2021,Санкт-Петербург,Russian Federation
10173,Разработчик,Разработчик С/С++,01/12/21,4,150000,200000,100000,RUR,AISA,2021,Москва,Russian Federation
10174,Разработчик,Разработчик С/С++,22/09/21,3,150000,200000,100000,RUR,AISA,2021,Москва,Russian Federation
10175,Разработчик,Разработчик С/С++,22/10/21,4,150000,200000,100000,RUR,AISA,2021,Москва,Russian Federation
10176,Разработчик,Разработчик С/С++ (embedded разработка для коптеров),09/09/20,3,"","","","",Alber Blanc,2020,Санкт-Петербург,Russian Federation
10177,Разработчик,Разработчик С/С++/Python,27/05/21,2,"","","","",UBIC,2021,Москва,Russian Federation
10178,Разработчик,Разработчик С++,01/12/20,4,200000,200000,"",RUR,АСТ,2020,Москва,Russian Federation
10179,Разработчик,Разработчик С++,19/08/20,3,170000,"",170000,RUR,ВижнЛабс (VisionLabs),2020,Москва,Russian Federation
10180,Разработчик,Разработчик С++,30/11/20,4,170000,"",170000,RUR,ВижнЛабс (VisionLabs),2020,Москва,Russian Federation
10181,Разработчик,Разработчик С++,17/03/21,1,"","","","",Яндекс,2021,Москва,Russian Federation
10182,Разработчик,Разработчик С++,07/06/21,2,"","","","","Hi, Rockits!",2021,Москва,Russian Federation
10183,Разработчик,Разработчик С++,10/06/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
10184,Разработчик,Разработчик С++,31/08/21,3,"","","","","Hi, Rockits!",2021,Москва,Russian Federation
10185,Разработчик,Разработчик С++,09/09/21,3,"","","","",IBS,2021,Москва,Russian Federation
10186,Разработчик,Разработчик С++,09/09/21,3,"","","","",IBS,2021,Краснодар,Russian Federation
10187,Разработчик,Разработчик С++,09/09/21,3,"","","","",IBS,2021,Санкт-Петербург,Russian Federation
10188,Разработчик,Разработчик С++,07/10/21,4,"","","","",Softline development,2021,Москва,Russian Federation
10189,Разработчик,Разработчик С++,15/11/21,4,"","","","",Softline development,2021,Москва,Russian Federation
10190,Разработчик,Разработчик С++,26/11/21,4,425000,600000,250000,RUR,Wanted,2021,Москва,Russian Federation
10191,Разработчик,Разработчик С++,02/07/20,3,"","","","",КРОК,2020,Москва,Russian Federation
10192,Разработчик,Разработчик С++ (3D карта) middle,05/03/21,1,"","","","",2ГИС,2021,Новосибирск,Russian Federation
10193,Разработчик,Разработчик С++ (Embedded),17/03/20,1,"","","","",GS Group,2020,Санкт-Петербург,Russian Federation
10194,Разработчик,Разработчик С++ (Junior),04/10/21,4,"","","","",НИИАС,2021,Москва,Russian Federation
10195,Разработчик,Разработчик С++ (MacOS),08/09/21,3,"","","","",Лаборатория Касперского,2021,Нижний Новгород,Russian Federation
10196,Разработчик,Разработчик С++ (Navi) middle,16/03/21,1,"","","","",2ГИС,2021,Новосибирск,Russian Federation
10197,Разработчик,Разработчик С++ (Navi) middle,16/03/21,1,"","","","",2ГИС,2021,Екатеринбург,Russian Federation
10198,Разработчик,Разработчик С++ (Navi) middle,16/03/21,1,"","","","",2ГИС,2021,Томск,Russian Federation
10199,Разработчик,Разработчик С++ (Navi) middle,13/04/21,2,"","","","",2ГИС,2021,Санкт-Петербург,Russian Federation
10200,Разработчик,Разработчик С++ (Navi) middle,10/08/21,3,"","","","",2ГИС,2021,Москва,Russian Federation
10201,Разработчик,Разработчик С++ (алгоритмы локализации),17/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
10202,Разработчик,Разработчик С++ (алгоритмы локализации),21/01/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
10203,Разработчик,Разработчик С++ (алгоритмы локализации),03/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
10204,Разработчик,"Разработчик С++ (алгоритмы локализации), команда беспилотника",15/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
10205,Разработчик,"Разработчик С++ (алгоритмы, планирование движения)",03/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
10206,Разработчик,Разработчик С++ (Берлин),01/12/20,4,6250,"",6250,EUR,Star-staff,2020,Москва,Russian Federation
10207,Разработчик,Разработчик С++ (Берлин),10/02/21,1,6250,"",6250,EUR,Star-staff,2021,Москва,Russian Federation
10208,Разработчик,Разработчик С++ (Берлин),25/03/21,1,6250,"",6250,EUR,Star-staff,2021,Москва,Russian Federation
10209,Разработчик,Разработчик С++ (сервис поиска),16/03/21,1,"","","","",2ГИС,2021,Новосибирск,Russian Federation
10210,Разработчик,Разработчик С++ / C++ Developer,01/12/21,4,"","","","",ВК ИТС,2021,Москва,Russian Federation
10211,Разработчик,Разработчик С++ 2ГИС Mobile SDK,27/10/21,4,"","","","",2ГИС,2021,Москва,Russian Federation
10212,Разработчик,Разработчик С++ в команду Mobile SDK,10/03/21,1,"","","","",2ГИС,2021,Москва,Russian Federation
10213,Разработчик,Разработчик С++ в Маркет,07/03/21,1,"","","","",Яндекс,2021,Москва,Russian Federation
10214,Разработчик,Разработчик С++ в Яндекс.Пробки,29/11/21,4,"","","","",Яндекс,2021,Москва,Russian Federation
10215,Разработчик,Разработчик С++ распределённой СУБД,14/01/21,1,"","","","",Яндекс,2021,Москва,Russian Federation
10216,Разработчик,"Разработчик С++, СберБраузер",08/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
10217,Разработчик,Разработчик С++/C# (нейронные сети),02/08/21,3,150000,"",150000,RUR,ГК ТВЕМА,2021,Москва,Russian Federation
10218,Разработчик,Разработчик С++/Python,21/05/21,2,"","","","",Топ Системы,2021,Москва,Russian Federation
10219,Разработчик,Разработчик С++/VoIP,10/12/20,4,"","","","",ГК «ХайТэк»,2020,Москва,Russian Federation
10220,Разработчик,Разработчик Сomputer Vision,10/09/20,3,"","","","","Северсталь, Москва",2020,Москва,Russian Federation
10221,Разработчик,Разработчик Сбербанк Инвестор,15/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
10222,Разработчик,Разработчик Сбербанк Инвестор,07/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
10223,Разработчик,Разработчик систем голосового управления,16/02/21,1,225000,300000,150000,RUR,The Head,2021,Москва,Russian Federation
10224,Разработчик,Разработчик сценариев голосового бота,17/03/21,1,"","","","",Тинькофф,2021,Москва,Russian Federation
10225,Разработчик,Разработчик СЭД,23/07/20,3,"","","","",РСХБ-Интех,2020,Москва,Russian Federation
10226,Разработчик,Разработчик торговой платформы,05/04/20,2,170000,250000,90000,RUR,2Cents,2020,Москва,Russian Federation
10227,Разработчик,Разработчик универсальных автопарсеров на С++/Python,16/08/21,3,"","","","",Яндекс,2021,Москва,Russian Federation
