id,Speciality,Vacancy,Date,Date (Квартал),AvgSalary,salary_to,salary_from,salary_currency,employer_name,Year,area_name,Country
2228,Аналитик,Системный аналитик (Big Data),23/07/21,3,"","","","",Cornerstone Russia,2021,Москва,Russian Federation
2229,Аналитик,Системный аналитик (Biotech),25/04/20,2,"","","","",БОСТОНДЖИН,2020,Москва,Russian Federation
2230,Аналитик,Системный аналитик (Calltracking),28/03/20,1,"","","","",Comagic,2020,Москва,Russian Federation
2231,Аналитик,Системный аналитик (Data Engineer),18/03/20,1,"","","","",Лига Цифровой Экономики,2020,Москва,Russian Federation
2232,Аналитик,Системный аналитик (Data Scientist),13/04/21,2,"","","","",Центр Информационных Технологий,2021,Екатеринбург,Russian Federation
2233,Аналитик,Системный аналитик (Data Scientist),12/09/21,3,"","","","",Центр Информационных Технологий,2021,Челябинск,Russian Federation
2234,Аналитик,Системный аналитик (Data Scientist),12/09/21,3,"","","","",Центр Информационных Технологий,2021,Екатеринбург,Russian Federation
2235,Аналитик,Системный аналитик (Government products and services),12/05/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
2236,Аналитик,Системный аналитик (Government products and services),31/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2237,Аналитик,Системный аналитик (junior),20/08/20,3,"","","","",ECOMMPAY IT,2020,Москва,Russian Federation
2238,Аналитик,Системный аналитик (Middle/ Senior),11/09/20,3,"","","","",КОМПЛИТ,2020,Санкт-Петербург,Russian Federation
2239,Аналитик,Системный аналитик (pyrus),09/12/20,4,"","","","",Совкомбанк,2020,Москва,Russian Federation
2240,Аналитик,Системный аналитик (Sber911),07/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2241,Аналитик,"Системный аналитик (Виртуальный ассистент, Массовая персонализация)",03/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2242,Аналитик,Системный аналитик (внедрение МСФО 17),17/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2243,Аналитик,Системный аналитик (Инвестиции. Middle-office),27/04/20,2,"","","","",Тинькофф,2020,Санкт-Петербург,Russian Federation
2244,Аналитик,Системный аналитик (инвестиционный бизнес),09/12/20,4,"","","","",Альфа-Банк,2020,Москва,Russian Federation
2245,Аналитик,Системный аналитик (инвестиционный бизнес),25/01/21,1,"","","","",Альфа-Банк,2021,Москва,Russian Federation
2246,Аналитик,Системный аналитик (Кластер Кибербезопасности),06/07/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2247,Аналитик,Системный аналитик (ММБ),16/03/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2248,Аналитик,Системный аналитик (направление AI),26/02/21,1,"","","","",SberCloud,2021,Москва,Russian Federation
2249,Аналитик,Системный аналитик (направление AI),29/10/20,4,"","","","",Облачные технологии,2020,Москва,Russian Federation
2250,Аналитик,Системный аналитик (ПЕГАС),12/11/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2251,Аналитик,Системный аналитик (проект ИРД),08/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2252,Аналитик,Системный аналитик (проект страховые услуги),14/06/20,2,"","","","",Сбербанк,2020,Санкт-Петербург,Russian Federation
2253,Аналитик,Системный аналитик (со знанием английского языка),13/01/21,1,"","","","",ANCOR,2021,Москва,Russian Federation
2254,Аналитик,Системный аналитик (Тинькофф Инвестиции. Middle-office),24/06/20,2,"","","","",Тинькофф,2020,Москва,Russian Federation
2255,Аналитик,Системный аналитик (Транспортный проект),06/04/21,2,"","","","","Программный Продукт, ИТ-компания",2021,Москва,Russian Federation
2256,Аналитик,Системный аналитик / System analyst,11/09/20,3,"","","","","Программный Продукт, ИТ-компания",2020,Москва,Russian Federation
2257,Аналитик,Системный аналитик / Продуктовый аналитик Junior,22/01/21,1,"","","","",Rate&Goods,2021,Москва,Russian Federation
2258,Аналитик,Системный аналитик DWH в Яндекс.Маркет,30/06/21,2,"","","","",Яндекс,2021,Москва,Russian Federation
2259,Аналитик,Системный аналитик в Команду «Сейфы»,02/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2260,Аналитик,Системный аналитик в Команду «Сейфы»,25/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2261,Аналитик,Системный аналитик в команду продукта FastTrack,15/07/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
2262,Аналитик,Системный аналитик Департамента развития Банка (КХД),25/02/21,1,"","","","",МСП Банк,2021,Москва,Russian Federation
2263,Аналитик,Системный аналитик ИРД,30/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2264,Аналитик,Системный аналитик ИСУ,01/04/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
2265,Аналитик,Системный аналитик-стажер,08/04/21,2,"","","","",РТИ,2021,Москва,Russian Federation
2266,Аналитик,Системный/ бизнес аналитик (VR),17/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2267,Аналитик,Спам-аналитик,14/08/20,3,"","","","",Лаборатория Касперского,2020,Москва,Russian Federation
2268,Аналитик,Специалист (младший аналитик),01/03/21,1,"","","","",Московская Биржа,2021,Москва,Russian Federation
2269,Аналитик,Специалист (младший аналитик),20/09/21,3,"","","","",Московская Биржа,2021,Москва,Russian Federation
2270,Аналитик,Специалист Computer Vision (Data Scientist),15/05/20,2,160000,200000,120000,RUR,Медицинские Скрининг Системы,2020,Санкт-Петербург,Russian Federation
2271,Аналитик,Специалист Computer Vision (Data Scientist),11/06/20,2,170000,220000,120000,RUR,Медицинские Скрининг Системы,2020,Санкт-Петербург,Russian Federation
2272,Аналитик,Специалист Computer Vision (Senior Data Scientist),21/07/21,3,240000,300000,180000,RUR,Медицинские Скрининг Системы,2021,Санкт-Петербург,Russian Federation
2273,Аналитик,Специалист Computer Vision (Senior Data Scientist),09/06/21,2,240000,300000,180000,RUR,Медицинские Скрининг Системы,2021,Санкт-Петербург,Russian Federation
2274,Аналитик,Специалист Computer Vision (Senior Data Scientist),08/09/21,3,240000,300000,180000,RUR,Медицинские Скрининг Системы,2021,Санкт-Петербург,Russian Federation
2275,Аналитик,Специалист Computer Vision (Senior Data Scientist),09/11/21,4,240000,300000,180000,RUR,Медицинские Скрининг Системы,2021,Санкт-Петербург,Russian Federation
2276,Аналитик,Специалист Computer Vision (Senior Data Scientist),24/08/21,3,240000,300000,180000,RUR,Медицинские Скрининг Системы,2021,Санкт-Петербург,Russian Federation
2277,Аналитик,Специалист по Data Science / Data scientist / Data Engineer,12/09/20,3,"","","","",НЕОЛАНТ,2020,Москва,Russian Federation
2278,Аналитик,Специалист по машинному обучению ( Data scientist ),21/05/20,2,"","","","",Аналитические решения,2020,Москва,Russian Federation
2279,Аналитик,Специалист по машинному обучению (Data scientist),15/04/21,2,"","","","",РН-БашНИПИнефть,2021,Уфа,Russian Federation
2280,Аналитик,Специалист по машинному обучению (Data scientist),15/04/21,2,"","","","",РН-БашНИПИнефть,2021,Казань,Russian Federation
2281,Аналитик,Специалист по машинному обучению (Data scientist),15/04/21,2,"","","","",РН-БашНИПИнефть,2021,Тюмень,Russian Federation
2282,Аналитик,Специалист по машинному обучению (Data scientist),15/04/21,2,"","","","",РН-БашНИПИнефть,2021,Воронеж,Russian Federation
2283,Аналитик,Специалист по машинному обучению / Data Scientist,19/04/21,2,115000,150000,80000,RUR,"Концерн радиостроения Вега, АО, Филиал в г. Санкт-Петербург",2021,Санкт-Петербург,Russian Federation
2284,Аналитик,Специалист по машинному обучению / Data Scientist (FinTech),17/08/20,3,75000,"",75000,RUR,Университет ИТМО,2020,Санкт-Петербург,Russian Federation
2285,Аналитик,Специалист по машинному обучению/Data Scientist (NLP),17/08/20,3,"","","","",Университет ИТМО,2020,Санкт-Петербург,Russian Federation
2286,Аналитик,Специалист по нейросетевым алгоритмам (data scientist),04/03/21,1,"","","","",Университет НТИ 20.35,2021,Москва,Russian Federation
2287,Аналитик,Специалист по обработке данных (Data scientist) в отдел разработки и внедрения,13/03/20,1,"","","","",Русская лаборатория,2020,Санкт-Петербург,Russian Federation
2288,Аналитик,Специалист по обработке данных / Data scientist,20/02/21,1,"","","","",dentsu,2021,Москва,Russian Federation
2289,Аналитик,Специалист-аналитик,23/03/20,1,"","","","",Ростелеком,2020,Москва,Russian Federation
2290,Аналитик,Специалист-аналитик отдела валидации риск-моделей,18/03/20,1,"","","","",Банк ВТБ (ПАО),2020,Москва,Russian Federation
2291,Аналитик,"Стажер - аналитик (data science, ml engineer, анализ данных, удаленно)",13/06/21,2,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2292,Аналитик,"Стажер - аналитик (data science, ml engineer, анализ данных, удаленно)",14/07/21,3,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2293,Аналитик,Стажёр - аналитик данных,08/12/20,4,35000,35000,"",RUR,ЦРПТ (Центр развития перспективных технологий),2020,Санкт-Петербург,Russian Federation
2294,Аналитик,Стажер (data analyst),11/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2295,Аналитик,Стажер (data analyst),01/09/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2296,Аналитик,Стажер (data analyst),01/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2297,Аналитик,Стажер (data analyst),25/01/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2298,Аналитик,Стажер (Аналитик данных),03/03/21,1,45000,50000,40000,RUR,Гензис,2021,Москва,Russian Federation
2299,Аналитик,Стажер (Аналитик данных),08/06/21,2,45000,50000,40000,RUR,Гензис,2021,Москва,Russian Federation
2300,Аналитик,Стажер (Аналитика больших данных и аудит процессов ИТ — Департамент управления рисками),03/11/20,4,"","","","",Deloitte,2020,Москва,Russian Federation
2301,Аналитик,Стажер (бизнес- аналитик) в команду DS платформа,26/08/20,3,"","","","",Сбербанк,2020,Москва,Russian Federation
2302,Аналитик,Стажер (отдел бизнес-аналитики),23/03/20,1,"","","","",Петровакс Фарм,2020,Москва,Russian Federation
2303,Аналитик,Стажер data scientist,08/09/20,3,"","","","","СИБУР, Группа компаний",2020,Москва,Russian Federation
2304,Аналитик,Стажер Data Scientist,25/01/21,1,"","","","",ПРОГРАММНЫЕ ТЕХНОЛОГИИ,2021,Краснодар,Russian Federation
2305,Аналитик,Стажер data scientist,11/03/21,1,"","","","","СИБУР, Группа компаний",2021,Москва,Russian Federation
2306,Аналитик,Стажер Data Scientist,29/06/21,2,60000,60000,"",RUR,СберМаркет,2021,Москва,Russian Federation
2307,Аналитик,Стажер data scientist,09/06/21,2,"","","","","СИБУР, Группа компаний",2021,Москва,Russian Federation
2308,Аналитик,Стажер data scientist,23/04/21,2,"","","","","СИБУР, Группа компаний",2021,Москва,Russian Federation
2309,Аналитик,Стажер data scientist,19/05/21,2,"","","","",Московский Кредитный Банк,2021,Москва,Russian Federation
2310,Аналитик,Стажер Data Scientist,31/08/21,3,60000,60000,"",RUR,СберМаркет,2021,Москва,Russian Federation
2311,Аналитик,Стажер data scientist,08/11/21,4,"","","","","СИБУР, Группа компаний",2021,Москва,Russian Federation
2312,Аналитик,Стажер Data Scientist,11/11/21,4,60000,60000,"",RUR,СберМаркет,2021,Москва,Russian Federation
2313,Аналитик,Стажер Data Scientist,15/11/21,4,"","","","",ПРОГРАММНЫЕ ТЕХНОЛОГИИ,2021,Краснодар,Russian Federation
2314,Аналитик,Стажер Data scientist,22/11/21,4,"","","","",Сбербанк,2021,Москва,Russian Federation
2315,Аналитик,Стажер Data Scientist,29/06/20,2,"","","","",Альфа-Лизинг,2020,Москва,Russian Federation
2316,Аналитик,Стажер data scientist,06/07/20,3,"","","","","СИБУР, Группа компаний",2020,Москва,Russian Federation
2317,Аналитик,Стажёр Data Scientist,08/02/21,1,"","","","",Инфосистемы Джет,2021,Москва,Russian Federation
2318,Аналитик,Стажёр Data Scientist (Группа управления данными/ Ozon Express),05/08/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2319,Аналитик,Стажёр Data Scientist (Торговая площадка / Антибот),28/09/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2320,Аналитик,"Стажер Data scientist, Ozon Express",15/06/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2321,Аналитик,"Стажер Data scientist, Ozon Express",15/07/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2322,Аналитик,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",17/08/20,3,"","","","",EY (Эрнст энд Янг),2020,Москва,Russian Federation
2323,Аналитик,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",15/01/21,1,"","","","",EY (Эрнст энд Янг),2021,Москва,Russian Federation
2324,Аналитик,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",16/04/21,2,"","","","",EY (Эрнст энд Янг),2021,Москва,Russian Federation
2325,Аналитик,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",12/07/21,3,"","","","",EY (Эрнст энд Янг),2021,Москва,Russian Federation
2326,Аналитик,"Стажер Data Scientist, Группа улучшения бизнес-технологии и ИТ",16/07/20,3,"","","","",EY (Эрнст энд Янг),2020,Москва,Russian Federation
2327,Аналитик,Стажер Sberseasons кибербезопасность (аналитика),31/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
2328,Аналитик,Стажер аналитик,12/05/21,2,"","","","",Сбербанк,2021,Москва,Russian Federation
2329,Аналитик,Стажер аналитик,15/10/21,4,"","","","",Сбербанк,2021,Москва,Russian Federation
2330,Аналитик,"Стажер аналитик данных/Бизнес-аналитик (SQL, Excel, BI)",14/05/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2331,Аналитик,Стажер бизнес-аналитик,22/07/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2332,Аналитик,Стажер в отдел аналитики (Data Analytics),27/11/20,4,"","","","",Авито,2020,Москва,Russian Federation
2333,Аналитик,Стажер в отдел продуктовой аналитики,15/02/21,1,"","","","",Ozon,2021,Москва,Russian Federation
2334,Аналитик,Стажер в отдел продуктовой аналитики,04/03/21,1,"","","","",Ozon,2021,Москва,Russian Federation
2335,Аналитик,Стажер дата аналитик (data analyst),23/11/21,4,"","","","",Сен-Гобен,2021,Москва,Russian Federation
2336,Аналитик,Стажер направления Аналитика,16/03/21,1,"","","","",ДОМ.РФ,2021,Москва,Russian Federation
2337,Аналитик,Стажер отдела аналитики,16/06/21,2,"","","","","Риалвеб, Интернет-агентство",2021,Москва,Russian Federation
2338,Аналитик,Стажёр отдела аналитики,29/03/21,1,"","","","",Адвентум,2021,Москва,Russian Federation
2339,Аналитик,Стажёр отдела аналитики,30/09/21,3,"","","","",Адвентум,2021,Москва,Russian Federation
2340,Аналитик,Стажер системный аналитик,21/04/21,2,"","","","",Леруа Мерлен,2021,Москва,Russian Federation
2341,Аналитик,Стажер/ Аналитик (Управление проектами),30/12/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2342,Аналитик,Стажер/ Аналитик данных,03/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2343,Аналитик,Стажер/Аналитик Группа анализа данных и моделирования (Data analytics and modelling),16/03/21,1,"","","","",EY (Эрнст энд Янг),2021,Москва,Russian Federation
2344,Аналитик,Стажер/продуктовый аналитик,02/12/20,4,"","","","",Ozon,2020,Москва,Russian Federation
2345,Аналитик,Стажер-аналитик,11/12/20,4,"","","","",Ozon,2020,Москва,Russian Federation
2346,Аналитик,Стажер-аналитик,23/11/20,4,"","","","",Сбербанк,2020,Москва,Russian Federation
2347,Аналитик,Стажер-аналитик,09/11/20,4,"","","","",Леруа Мерлен,2020,Москва,Russian Federation
2348,Аналитик,Стажер-аналитик,11/01/21,1,"","","","",Ozon,2021,Москва,Russian Federation
2349,Аналитик,Стажер-аналитик,14/01/21,1,"","","","",Леруа Мерлен,2021,Москва,Russian Federation
2350,Аналитик,Стажер-аналитик,19/01/21,1,80000,80000,"",RUR,Joom,2021,Москва,Russian Federation
2351,Аналитик,Стажер-аналитик,25/03/21,1,40000,40000,"",RUR,МТС,2021,Москва,Russian Federation
2352,Аналитик,Стажер-аналитик,28/07/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2353,Аналитик,Стажер-аналитик,09/04/21,2,80000,80000,"",RUR,Joom,2021,Москва,Russian Federation
2354,Аналитик,Стажер-аналитик,27/04/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2355,Аналитик,Стажер-аналитик,18/06/21,2,80000,80000,"",RUR,Joom,2021,Москва,Russian Federation
2356,Аналитик,Стажер-аналитик,12/07/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2357,Аналитик,Стажер-аналитик,04/08/21,3,"","","","",Сбербанк,2021,Москва,Russian Federation
2358,Аналитик,Стажер-аналитик,06/09/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2359,Аналитик,Стажер-аналитик,20/10/21,4,"","","","",Ozon,2021,Москва,Russian Federation
2360,Аналитик,Стажер-аналитик,06/06/20,2,"","","","",Ozon,2020,Москва,Russian Federation
2361,Аналитик,Стажёр-аналитик ( Продуктовая аналитика / Логистические системы),16/09/21,3,"","","","",Ozon,2021,Москва,Russian Federation
2362,Аналитик,Стажер-аналитик (Python),16/11/20,4,"","","","",Ozon,2020,Москва,Russian Federation
2363,Аналитик,Стажер-аналитик (большие данные),29/07/21,3,"","","","",Яндекс,2021,Москва,Russian Federation
2364,Аналитик,Стажер-аналитик (большие данные),06/04/21,2,"","","","",Яндекс,2021,Москва,Russian Federation
2365,Аналитик,Стажер-аналитик (имитационное моделирование),13/08/20,3,"","","","",Ozon,2020,Москва,Russian Federation
2366,Аналитик,Стажер-аналитик (количественный анализ),22/11/21,4,"","","","",Национальный расчетный депозитарий,2021,Москва,Russian Federation
2367,Аналитик,Стажер-аналитик (школа аналитики),16/06/21,2,"","","","","СИБУР, Группа компаний",2021,Москва,Russian Federation
2368,Аналитик,Стажер-аналитик Excel,24/05/21,2,30000,"",30000,RUR,"ВСК, САО",2021,Москва,Russian Federation
2369,Аналитик,Стажер-аналитик в Ozon Tech (продуктовая аналитика),13/05/20,2,"","","","",OZON.ru,2020,Москва,Russian Federation
2370,Аналитик,Стажер-аналитик в департамент коммерческих операций,25/06/21,2,19000,19000,"",RUR,HeadHunter,2021,Москва,Russian Federation
2371,Аналитик,Стажер-аналитик в Департамент развития продукта,12/05/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2372,Аналитик,Стажер-аналитик в отдел исследований и анализа данных,04/03/21,1,"","","","",Банк Хоум Кредит,2021,Москва,Russian Federation
2373,Аналитик,Стажер-аналитик в отдел продуктовой аналитики,26/03/20,1,"","","","",Ситимобил,2020,Москва,Russian Federation
2374,Аналитик,Стажер-аналитик в отделе маркетинга,10/11/20,4,"","","","",Ozon,2020,Москва,Russian Federation
2375,Аналитик,Стажер-аналитик в Управление поддержки и развития аудиторской деятельности,19/11/20,4,"","","","","РОСБАНК, Societe Generale Group (Russia)",2020,Москва,Russian Federation
2376,Аналитик,Старший Data Scientist,27/09/21,3,"","","","",IBS,2021,Москва,Russian Federation
2377,Аналитик,Старший Data Scientist,13/07/21,3,"","","","",IBS,2021,Москва,Russian Federation
2378,Аналитик,Старший Data Scientist,17/08/21,3,"","","","",IBS,2021,Москва,Russian Federation
2379,Аналитик,Старший аналитик,05/05/21,2,"","","","",Faberlic,2021,Москва,Russian Federation
2380,Аналитик,Старший аналитик (маркетинг),09/03/21,1,"","","","",МТС,2021,Москва,Russian Federation
2381,Аналитик,Старший аналитик (машинное обучение) Data scientist,13/03/20,1,"","","","",Ингосстрах,2020,Москва,Russian Federation
2382,Аналитик,Старший аналитик / Data Scientist,09/03/21,1,"","","","",Инвестиционная компания Фридом Финанс,2021,Москва,Russian Federation
2383,Аналитик,"Старший аналитик / Руководитель проектов по обработке данных (DP, Market Research) Удаленно",29/07/21,3,55000,65000,45000,RUR,Profi Online Research,2021,Санкт-Петербург,Russian Federation
2384,Аналитик,Старший аналитик BI (Tableau),03/04/20,2,180000,200000,160000,RUR,Руформ,2020,Москва,Russian Federation
2385,Аналитик,Старший аналитик баз данных Аналитического управления,10/05/20,2,"","","","",Федеральная служба государственной статистики (Росстат),2020,Москва,Russian Federation
2386,Аналитик,Старший аналитик отдела аналитики и отчетности,21/01/21,1,"","","","",Альфа-Банк,2021,Москва,Russian Federation
2387,Аналитик,Старший аналитик по контролю рисков,29/07/20,3,"","","","",Национальная система платежных карт,2020,Москва,Russian Federation
2388,Аналитик,Старший аналитик по продажам,09/06/20,2,"","","","","АСНА, Сеть аптек",2020,Москва,Russian Federation
2389,Аналитик,Старший аналитик по созданию системы принятия решений (ИСУ) для топ-менеджеров,25/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
2390,Аналитик,Старший бизнес-аналитик группы коммерческого планирования,21/04/20,2,"","","","",OZON.ru,2020,Москва,Russian Federation
2391,Аналитик,Старший инженер в области машинного обучения (Senior Data Scientist),16/04/21,2,200000,200000,"",RUR,Компания Стрим Лабс,2021,Москва,Russian Federation
2392,Аналитик,Старший менеджер отдела клиентской и рыночной аналитики,17/08/20,3,"","","","","Лента, федеральная розничная сеть",2020,Санкт-Петербург,Russian Federation
2393,Аналитик,Старший продуктовый аналитик,01/03/21,1,"","","","",М.Видео-Эльдорадо,2021,Москва,Russian Federation
2394,Аналитик,Старший продуктовый аналитик,13/04/21,2,"","","","",М.Видео-Эльдорадо,2021,Москва,Russian Federation
2395,Аналитик,Старший продуктовый аналитик,28/01/21,1,"","","","",М.Видео-Эльдорадо,2021,Москва,Russian Federation
2396,Аналитик,Старший риск-аналитик управления балансовых рисков,19/05/20,2,"","","","",Брокеркредитсервис,2020,Москва,Russian Federation
2397,Аналитик,Старший риск-аналитик управления балансовых рисков,28/07/20,3,"","","","",Брокеркредитсервис,2020,Москва,Russian Federation
2398,Аналитик,Старший системный аналитик,27/01/21,1,"","","","",ИЦ АЙ-ТЕКО,2021,Москва,Russian Federation
2399,Аналитик,Старший специалист по аналитике оттока абонентской базы,06/07/20,3,"","","","",Tele2,2020,Москва,Russian Federation
2400,Аналитик,Технический специалист/Junior Data Scientist (Москва или удаленно),02/12/20,4,"","","","",IT-People.ru,2020,Москва,Russian Federation
2401,Аналитик,"Удаленный стажер аналитик (excel, olap, data mining)",31/08/21,3,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2402,Аналитик,Удаленный стажер аналитик (анализ данных),19/11/20,4,"","","","",МАЙНДСЭТ,2020,Москва,Russian Federation
2403,Аналитик,"Удаленный стажер аналитик (анализ данных, data science, data engineer, ml engineer)",11/05/21,2,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2404,Аналитик,"Удаленный стажер аналитик (анализ данных, data science, data engineer, ml engineer)",20/03/21,1,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2405,Аналитик,"Удаленный стажер аналитик (анализ данных, data science, data engineer, ml engineer)",21/08/21,3,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2406,Аналитик,"Удаленный стажер аналитик (геоинформационные системы, картография, анализ данных)",04/02/21,1,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2407,Аналитик,Удаленный стажер-аналитик (анализ данных),07/02/21,1,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2408,Аналитик,"Удаленный стажер-аналитик (анализ данных, data science, data engineer, ml engineer)",25/09/21,3,"","","","",МАЙНДСЭТ,2021,Москва,Russian Federation
2409,Аналитик,Финансовый Аналитик,17/06/21,2,120000,"",120000,RUR,Группа Компаний «Аскона»,2021,Москва,Russian Federation
2410,Аналитик,Финансовый аналитик,21/10/21,4,"","","","",Ozon,2021,Москва,Russian Federation
2411,Аналитик,Финансовый аналитик (Due Diligence),01/10/21,4,"","","","",Ozon,2021,Москва,Russian Federation
2412,Аналитик,Финансовый аналитик (Fintech),29/11/21,4,"","","","",Pravo.Tech,2021,Москва,Russian Federation
2413,Аналитик,Финансовый аналитик OZON,01/04/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2414,Аналитик,Финансовый аналитик OZON,03/05/21,2,"","","","",Ozon,2021,Москва,Russian Federation
2415,Аналитик,Эксперт - аналитик по разработке моделей розничного бизнеса,31/08/20,3,"","","","",Банк ВТБ (ПАО),2020,Москва,Russian Federation
2416,Аналитик,Эксперт по аналитике,05/02/21,1,"","","","",Сбербанк,2021,Москва,Russian Federation
2417,Веб-разработчик,​​​​​​​ DevOps Lead (SberData Cloud Integration),15/03/20,1,"","","","",Сбербанк,2020,Москва,Russian Federation
2418,Веб-разработчик,Administrator Linux/DevOps,22/06/20,2,"","","","",Сбербанк,2020,Москва,Russian Federation
2419,Веб-разработчик,Automation Infrastructure DevOPS Engineer,24/08/20,3,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
2420,Веб-разработчик,Automation Infrastructure DevOPS Engineer,22/06/20,2,"","","","",DINS,2020,Санкт-Петербург,Russian Federation
2421,Веб-разработчик,Automation Software Engineer (DevOps),12/05/20,2,"","","","",COMTEK Inc.,2020,Санкт-Петербург,Russian Federation
2422,Веб-разработчик,AWS DevOps,22/04/21,2,5000,6000,4000,USD,Top Remote Talent,2021,Москва,Russian Federation
2423,Веб-разработчик,AWS DevOps Engineer (Middle/ Senior) Remote,17/04/21,2,3750,4500,3000,USD,Pixellu,2021,США,Haiti
2424,Веб-разработчик,Backend Data Engineer,25/07/21,3,"","","","",Wargaming,2021,Москва,Russian Federation
2425,Веб-разработчик,Backend Engineer,02/06/21,2,300000,"",300000,RUR,NVIDIA,2021,Москва,Russian Federation
2426,Веб-разработчик,"Backend Engineer (Python, Django)",30/09/21,3,3500,4000,3000,USD,Ergeon,2021,Санкт-Петербург,Russian Federation
2427,Веб-разработчик,"Backend Engineer (Python, Django)",10/10/21,4,3500,4000,3000,USD,Ergeon,2021,Санкт-Петербург,Russian Federation
2428,Веб-разработчик,"Backend Engineer (Python, Django)",10/10/21,4,3500,4000,3000,USD,Ergeon,2021,Санкт-Петербург,Russian Federation
2429,Веб-разработчик,"Backend Engineer (Python, Django)",10/10/21,4,3500,4000,3000,USD,Ergeon,2021,Санкт-Петербург,Russian Federation
2430,Веб-разработчик,"Backend Engineer, Microservices - Infrastructure",02/09/21,3,260000,"",260000,RUR,NVIDIA,2021,Москва,Russian Federation
2431,Веб-разработчик,Back-end javascript программист,08/07/20,3,140000,150000,130000,RUR,ВойсЛинк,2020,Москва,Russian Federation
2432,Веб-разработчик,Backend Lead (Python),09/08/21,3,6000,6000,"",USD,Wanted,2021,Санкт-Петербург,Russian Federation
2433,Веб-разработчик,Back-end python программист,29/04/21,2,"","","","",ВойсЛинк,2021,Москва,Russian Federation
2434,Веб-разработчик,Back-end Python/Django в сильный проект на всю страну,23/07/20,3,115000,150000,80000,RUR,БВС,2020,Санкт-Петербург,Russian Federation
2435,Веб-разработчик,Back-end Python/Django в сильный проект на всю страну,23/07/20,3,115000,150000,80000,RUR,БВС,2020,Москва,Russian Federation
2436,Веб-разработчик,Back-end Python/Django в сильный проект на всю страну,25/08/20,3,115000,150000,80000,RUR,БВС,2020,Москва,Russian Federation
2437,Веб-разработчик,Backend QA Automation Engineer (Python),08/01/21,1,"","","","",Voximplant,2021,Москва,Russian Federation
2438,Веб-разработчик,Backend QA Team Lead,22/07/21,3,2500,"",2500,EUR,EXANTE,2021,Санкт-Петербург,Russian Federation
2439,Веб-разработчик,Backend QA Team Lead,01/07/21,3,2500,"",2500,EUR,EXANTE,2021,Москва,Russian Federation
2440,Веб-разработчик,"Backend Software Engineer (Java, Kotlin)",12/01/21,1,"","","","",2ГИС,2021,Новосибирск,Russian Federation
2441,Веб-разработчик,"Backend Software Engineer (Java, Kotlin)",31/03/21,1,"","","","",2ГИС,2021,Новосибирск,Russian Federation
